Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_HRK,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP
AR100207290732249088,FRIENDS OF SUZY GLOWIAK,EIN ID 46-3931666,US,US-Federal,1,100,100,9000,200,800,3000,1000,37500,500,525,750,100
AR100293190078169088,DYLAN BILLINGS FOR SENATE,FEC ID C00714477,US,US-Federal,1,100,50,3750,100,300,1000,500,15000,200,225,750,50
AR10057920054034432,ARCHERD FOR CONGRESS,FEC ID C00732347,US,US-Federal,3,1200,1100,85750,2150,8100,27000,8000,367500,4700,5250,11250,900
AR100609299671154688,"PS:Digital, s.r.o.",,"AT, CZ, EU, SK",EU-Parliament,31,1100,1050,79750,2000,7700,26000,7500,345000,4400,4950,10500,850
AR100838960162406400,SECURING LOUISIANAS FUTURE,EIN ID 83-2750304,US,US-Federal,71,77800,68800,5491250,134525,509800,1766000,513500,22110000,295900,325500,721500,60900
AR100996740080992256,FreedomWorks Inc,EIN ID 52-1349353,US,US-Federal,260,99300,88350,7011250,172750,655700,2263000,659500,28875000,379400,417825,933750,77050
AR101121809528651776,"PETE FOR AMERICA, INC.",FEC ID C00697441,US,US-Federal,8640,6867000,6191000,486872750,12108550,46014900,157625000,46245500,2050920000,26488200,29486325,65717250,5338550
AR101148472685625344,DOUG WARDLOW FOR ATTORNEY GENERAL,EIN ID 82-0758730,US,US-Federal,11,12400,10800,895500,21125,80300,279000,80500,3495000,46500,50400,111750,9550
AR101183107301900288,Fianna Fáil,,"DK, EU, GB, IE, LT, SI",EU-Parliament,238,53200,48200,3786500,94225,358700,1216000,360000,16162500,206200,229875,511500,41000
AR101209633019920384,VAN DREW FOR CONGRESS,FEC ID C00661868,US,US-Federal,2,6200,5600,441250,10925,41600,142000,41500,1845000,23800,26625,58500,4750
AR101369474522808320,CITIZENS FOR A STRONGER NEW JERSEY,FEC ID C00676700,US,US-Federal,11,1200,1050,87750,2050,7800,27000,8000,337500,4500,4875,11250,900
AR101427748639080448,FINANCE COMMITTEE FOR THOMAS OH,FEC ID C00669507,US,US-Federal,4,1700,1500,125250,2975,11300,39000,11500,487500,6500,7050,15750,1350
AR101487259705933824,MANUEL E LLOSAS,,US,US-Federal,2,300,250,18750,450,1700,6000,2000,75000,1000,1125,2250,200
AR102122639987834880,MCCONNELL SENATE COMMITTEE,FEC ID C00193342,US,US-Federal,57,271900,245700,19288500,480525,1824600,6248000,1835000,81600000,1052500,1169325,2609250,213400
AR102636249356959744,JESSICA TAYLOR FOR CONGRESS,EIN ID 84-3231707,US,US-Federal,11,1200,1050,81750,2025,7700,26000,8000,345000,4400,4950,11250,900
AR103092134365626368,NEOS Rathausklub,,"AT, EU",EU-Parliament,31,20800,18650,1461000,36500,138200,478000,139500,6127500,80200,88575,198000,16600
AR103132816295854080,MISSISSIPPI REPUBLICAN PARTY,FEC ID C00084368,US,US-Federal,6,12200,10950,856500,21425,81300,281000,82000,3607500,47000,51975,117000,9650
AR103378007388848128,STUCK FOR CONGRESS,EIN ID 84-2263229,US,US-Federal,6,400,400,31750,800,3000,10000,3000,135000,1700,1950,4500,350
AR103839115077746688,ARNOLD FOR ALABAMA,FEC ID C00705269,US,US-Federal,24,10500,9450,747000,18500,70400,242000,70500,3127500,40500,45000,102000,8150
AR103928587836456960,PACIFIC CAMPAIGN HOUSE,EIN ID 82-5390497,US,US-Federal,12,500,400,33500,825,3100,11000,3000,135000,1800,2025,4500,350
AR104028093638770688,FRIENDS OF RAJA FOR CONGRESS,FEC ID C00575092,US,US-Federal,5,45200,39650,3315500,77525,294500,1024000,295500,12817500,170800,184800,410250,35000
AR104129661025386496,FW Niederösterreich,,"AT, EU",EU-Parliament,4,100,100,6000,150,600,2000,500,30000,300,375,750,50
AR104374439801520128,KAMALA HARRIS FOR SENATE,FEC ID C00571919,US,US-Federal,28,6400,5500,454750,10800,41000,142000,41000,1785000,23700,25650,57000,4950
AR104766140818915328,Vänsterpartiet,,"EU, SE",EU-Parliament,14,15200,13550,1057750,26550,100800,350000,101500,4425000,58400,64650,145500,11950
AR105500339708362752,"DONALD J. TRUMP FOR PRESIDENT, INC.",FEC ID C00580100,US,US-Federal,5823,5511800,4940950,390472500,9663975,36684100,126404000,36896000,1624725000,21236800,23399700,52205250,4334400
AR105560125653123072,PANG LY FOR JUDGE 2020,Registered in California,US,US-Federal,7,2500,2300,180500,4525,17200,58000,17500,772500,9900,11025,24750,1950
AR105987011042607104,AMERICAN UNITY PAC INC,FEC ID C00523589,US,US-Federal,3,7500,6750,531250,13150,50000,171000,50500,2220000,28700,32100,70500,5700
AR106403725949534208,JEXAN LLC,EIN ID 46-2572638,US,US-Federal,10165,5500,4950,393250,9725,37000,125000,37000,1665000,21200,23775,52500,4200
AR106804085620998144,"EXACT DRIVE, INC.",EIN ID 27-1797458,US,US-Federal,6,0,0,250,0,0,0,0,0,0,0,0,0
AR106878165216919552,TROY KING FOR CONGRESS,EIN ID 84-2958173,US,US-Federal,6,100,50,3750,100,300,1000,500,15000,200,225,750,50
AR107675860902871040,BENSALEM TOWNSHIP REPUBLICAN EXECUTIVE COMMITTEE,EIN ID 76-0702737,US,US-Federal,5,2700,2500,195250,4850,18500,64000,18500,825000,10700,11775,27000,2150
AR108117864577236992,SUNNY CHAPARALA FOR CONGRESS,FEC ID C00717470,US,US-Federal,22,600,500,40000,1000,3800,13000,4000,172500,2200,2400,5250,450
AR108481940364984320,BIDEN FOR PRESIDENT,FEC ID C00703975,US,US-Federal,4103,664800,603150,47436000,1179575,4487500,15250000,4506500,201817500,2577000,2879175,6374250,512850
AR109214489986990080,CORY BOOKER FOR SENATE,FEC ID C00540500,US,US-Federal,119,615000,552150,43399750,1079950,4095600,14139000,4123500,181822500,2367700,2622750,5868000,484550
AR10924747533582336,HELLER FOR SENATE,FEC ID C00494229,US,US-Federal,523,262200,228400,19052250,446725,1696600,5892000,1703500,73837500,983400,1064250,2370750,201600
AR109486619114864640,AKULA SATYANARAYANA,,IN,IN-General,2,400,350,27250,675,2600,9000,2500,112500,1500,1650,3750,300
AR109607840271826944,LIVE ACTION,EIN ID 42-1764425,US,US-Federal,2,2000,1800,141500,3575,13500,47000,13500,607500,7900,8625,19500,1600
AR109649346835775488,DANA OUTLAW FOR CONGRESS,FEC ID C00698787,US,US-Federal,14,1600,1450,112000,2800,10600,37000,10500,457500,6100,6825,15000,1250
AR109939068149694464,CENTER FORWARD,FEC ID C90012998,US,US-Federal,16,25600,23050,1848750,45050,170800,595000,172000,7545000,99700,108525,244500,20600
AR110003939335733248,"45COMMITTEE, INC.",EIN ID 47-3803487,US,US-Federal,1,0,0,1500,50,100,1000,0,7500,100,75,0,0
AR110038711390961664,NANCY AMOS FOR IOWA SENATE,Registered in Iowa,US,US-Federal,4,0,0,1250,25,100,0,0,7500,100,75,0,0
AR110063725280493568,ROSILICIE OCHOA BOGH FOR SENATE 2020,Registered in California,US,US-Federal,12,800,700,53750,1350,5200,17000,5000,232500,3000,3300,7500,600
AR110133406829903872,HFC INC,EIN ID 84-2792814,US,US-Federal,32,172200,155750,12287750,304650,1154700,4014000,1162500,51540000,675500,738375,1671750,138450
AR110277717731049472,LEAGUE OF CONSERVATION VOTERS ACTION FUND,FEC ID C00252940,US,US-Federal,10,96500,84800,7068500,165825,630300,2191000,632500,27412500,366300,395325,878250,74900
AR110382858530455552,COMMITTEE TO ELECT TEDRA COBB,EIN ID 82-1958803,US,US-Federal,31,26000,23500,1857000,45950,174800,598000,175500,7845000,100700,112275,248250,20000
AR110887259489697792,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI,,"EU, SK",EU-Parliament,7,1800,1650,127500,3225,12300,41000,12500,555000,7000,7875,17250,1400
AR111332149382086656,DELGADO FOR CONGRESS,FEC ID C00633859,US,US-Federal,28,12800,11200,935750,21900,83200,289000,83500,3615000,48200,52200,116250,9850
AR111616510576820224,FRIENDS OF GINA RAIMONDO,EIN ID 80-0517478,US,US-Federal,5,0,0,1500,25,100,0,0,7500,100,75,0,0
AR111703784312274944,NEVADA STATE DEMOCRATIC PARTY,FEC ID C00208991,US,US-Federal,34,0,50,3500,75,300,1000,500,15000,200,225,750,50
AR111802190602960896,"W.R.P.R., s.r.o.",,"EU, SK",EU-Parliament,1,300,300,23250,575,2200,8000,2000,97500,1300,1425,3000,250
AR11183819960877056,FRIENDS OF F MICHAEL HIGGINBOTHAM,EIN ID 84-3615635,US,US-Federal,4,1100,1000,77500,1925,7300,25000,7500,330000,4200,4725,10500,850
AR111944714797711360,NEED TO IMPEACH,FEC ID C00658526,US,US-Federal,47,28300,25600,2019500,50075,190500,649000,191500,8587500,109700,122175,273000,21700
AR112255739149418496,MATT ROSENDALE FOR MONTANA,FEC ID C00548289,US,US-Federal,32,12900,11250,924250,21950,83400,289000,83500,3637500,48200,52350,117000,9950
AR112555630945894400,DR MANNY FOR US SENATE,EIN ID 84-1927181,US,US-Federal,69,14100,12600,981250,24625,93200,323000,94000,4117500,54000,59625,133500,11250
AR112672728934252544,Alternative für Deutschland (AfD) - Kreisverband Köln,,"DE, EU",EU-Parliament,3,2800,2500,196250,4925,18700,65000,19000,825000,10800,12000,27000,2200
AR1128098930098176,PATRICK MURPHY FOR CONGRESS,FEC ID C00411991,US,US-Federal,13,6800,5900,496750,11575,44000,153000,44000,1912500,25400,27600,61500,5200
AR113027046556303360,Janika Takatalo,,"EU, FI",EU-Parliament,16,1100,1000,78000,1950,7400,26000,7500,322500,4300,4725,10500,850
AR113035292893511680,"YES ON E, SAN FRANCISCANS FOR THE ARTS",EIN ID 81-2822893,US,US-Federal,4,3200,2800,234250,5500,20900,73000,21000,907500,12100,13050,29250,2500
AR113155139660939264,GROHMAN FOR CONGRESS,FEC ID C00676528,US,US-Federal,4,1700,1500,127500,2975,11300,39000,11500,487500,6500,7050,15750,1350
AR113425619521372160,COMMITTEE TO ELECT RICHARD OJEDA,FEC ID C00639989,US,US-Federal,15,1100,950,77250,1850,7000,24000,7000,307500,4100,4425,9750,850
AR113835462480625664,ΠΟΝΤΑΣ ΑΠΟΣΤΟΛΟΣ,,"DE, EU, GR",EU-Parliament,109,11900,10500,816000,20525,77700,267000,78500,3390000,44600,49575,111000,9400
AR114507538963103744,KUSTOFF FOR CONGRESS,FEC ID C00614826,US,US-Federal,4,4900,4250,337000,8300,31400,109000,31500,1372500,18200,19725,43500,3750
AR114793686864232448,Progresívne Slovensko,,"AT, CZ, DE, EU, GB, HR, HU, LT, PL, SK",EU-Parliament,2604,238000,215950,16946750,422400,1605700,5491000,1613500,72082500,927000,1029600,2292750,185400
AR116025139887341568,Partidul Pro Romania,,"EU, GB, RO",EU-Parliament,227,33100,29600,2316250,57925,219900,763000,221000,9652500,127500,141000,318750,25950
AR116516759023910912,GEORGIA LIFE ALLIANCE COMMITTEE INC,EIN ID 47-2788469,US,US-Federal,28,5800,5350,417750,10500,40000,135000,40000,1815000,23100,25800,57000,4500
AR116759338776788992,GINA ORTIZ JONES FOR CONGRESS,FEC ID C00652297,US,US-Federal,56,13100,11300,946750,22150,84100,292000,84500,3667500,48800,52800,117750,10000
AR117004667308736512,BOATMAN FOR CONGRESS,FEC ID C00711440,US,US-Federal,9,200,200,15500,400,1500,5000,1500,67500,900,975,2250,150
AR117183337948250112,"UNICORN WEALTH, LLC",EIN ID 84-2045992,US,US-Federal,174,39500,36300,2822750,71025,270600,909000,271500,12232500,155200,173850,383250,30450
AR11739623088717824,POOLHOUSE AGENCY LLC,EIN ID 46-3943724,US,US-Federal,6,200,150,10750,275,1000,3000,1000,45000,600,675,1500,100
AR117739278515044352,BARCELONA PEL CANVI - CIUTADANS,,"ES, EU",EU-Parliament,19,3100,2700,212500,5325,20200,70000,20500,877500,11700,12975,29250,2350
AR117808960064454656,TROY BRIMAGE FOR STATE REP,EIN ID 84-3707240,US,US-Federal,7,1300,1150,91250,2300,8700,29000,9000,397500,5000,5625,12750,1000
AR117976635587690496,"Freiheitliche Partei Österreichs (FPÖ), Landespartei Steiermark",,"AT, EU",EU-Parliament,63,6900,6250,492000,12175,46300,159000,46500,2070000,26600,29700,66750,5350
AR118173585608015872,Aalborg Venstrevælger forening,,"DK, EU",EU-Parliament,40,2300,2100,163000,4100,15500,54000,15500,675000,9000,9900,22500,1850
AR118482960692281344,MOWERS FOR CONGRESS,FEC ID C00734491,US,US-Federal,8,2400,2150,170750,4250,16100,55000,16000,727500,9200,10350,23250,1850
AR118541234808553472,GEORGE W. HINDMAN FOR CONGRESS,FEC ID C00724617,US,US-Federal,36,3100,2800,219750,5500,20900,71000,21000,945000,12000,13425,30000,2350
AR118595523195174912,ROHRABACHER FOR CONGRESS,FEC ID C00224691,US,US-Federal,3,72500,63550,5304000,124250,472200,1641000,474000,20512500,273900,296175,657750,55900
AR119011138590474240,WICKER FOR SENATE,FEC ID C00443218,US,US-Federal,317,22200,19150,1572250,37500,142200,494000,143000,6180000,82500,89325,198000,16900
AR119350612805550080,MATT COX FOR NC SENATE,EIN ID 83-3855386,US,US-Federal,1,100,100,9000,225,900,3000,1000,37500,500,525,1500,100
AR119459052139839488,MONEY GAME VENTURES LLC,EIN ID 82-4012570,US,US-Federal,6,100,150,9750,250,900,3000,1000,45000,500,600,1500,100
AR119554297334595584,CAM CAVASSO 4 CONGRESS,FEC ID C00680876,US,US-Federal,3,1000,850,71250,1675,6300,22000,6500,277500,3700,3975,9000,750
AR119915349465366528,STEVE ALM FOR PROSECUTOR,EIN ID 84-3490954,US,US-Federal,2,0,0,2000,50,200,1000,0,7500,100,150,0,0
AR120137038497316864,BOB CASEY FOR SENATE INC,FEC ID C00431056,US,US-Federal,84,395800,343550,28831000,671975,2551300,8854000,2563000,111217500,1478100,1600800,3570750,304050
AR120181018962427904,CHRISSY HOULAHAN FOR CONGRESS,FEC ID C00637371,US,US-Federal,84,1900,1700,138500,3300,12500,44000,12500,547500,7300,7875,18000,1500
AR12050647440424960,ANGIE CRAIG FOR CONGRESS,FEC ID C00575209,US,US-Federal,43,39100,34050,2824500,66575,252800,876000,254000,11055000,146400,158925,354000,30050
AR120710983567015936,Marinda Kimmel for House,EIN ID 82-1523341,US,US-Federal,1,0,0,750,25,100,0,0,0,0,75,0,0
AR120759774395498496,SCOTT FITZGERALD FOR CONGRESS,EIN ID 84-2948409,US,US-Federal,1,100,150,10250,250,1000,3000,1000,45000,600,600,1500,100
AR120814887415840768,THOM TILLIS COMMITTEE,EIN ID 46-2864060,US,US-Federal,12,4700,4150,325250,8150,30900,107000,31000,1342500,17800,19725,44250,3650
AR120847323008860160,CONSERVATIVE BUZZ LLC,EIN ID 45-4445561,US,US-Federal,4561,4277600,3813750,302730750,7459175,28288300,97995000,28472500,1243912500,16398300,18036375,40296750,3364000
AR12094627905536000,AMMAR CAMPA FOR CONGRESS,FEC ID C00635888,US,US-Federal,24,30500,26550,2186500,51950,197400,682000,198000,8662500,114000,123900,279000,23550
AR121262938404159488,GREAT AMERICA PAC,FEC ID C00608489,US,US-Federal,327,12700,11150,882250,21850,82800,287000,83500,3600000,47900,52500,117000,9850
AR121754007784914944,TEXANS FOR JIM GRIFFIN,EIN ID 84-3889700,US,US-Federal,12,5500,5000,392000,9825,37400,126000,37500,1687500,21400,24000,53250,4200
AR122316957738336256,ESMERALDA SORIA FOR CONGRESS,FEC ID C00711911,US,US-Federal,2,1700,1550,121250,3000,11400,39000,11500,502500,6500,7275,15750,1300
AR122780539328397312,Ioannis Vardakastanis,,"EU, GR",EU-Parliament,1,300,250,20500,500,1900,7000,2000,82500,1100,1275,3000,250
AR123113141595799552,"PATIENTS AND CAREGIVERS TO PROTECT DIALYSIS PATIENTS, SPONSORED  BY THE CALIFORNIA DIALYSIS COUNCIL",EIN ID 95-3778604,US,US-Federal,2,100,100,6250,150,600,2000,500,22500,300,375,750,50
AR123368228293443584,LYNN AFENDOULIS FOR CONGRESS,EIN ID 84-2230151,US,US-Federal,6,400,350,27750,700,2600,9000,2500,120000,1500,1650,3750,300
AR123455089712037888,MICHAEL WALTZ FOR CONGRESS,EIN ID 82-4088281,US,US-Federal,7,600,500,40500,1000,3800,13000,4000,172500,2200,2475,5250,450
AR123635684496900096,"GOP SCOUTS, INC.",EIN ID 83-1486714,US,US-Federal,93,2600,2300,194000,4525,17200,60000,17500,750000,10000,10800,24000,2050
AR124593908880506880,Vapaus ry,,"EU, FI",EU-Parliament,24,300,250,18750,475,1800,6000,2000,75000,1000,1125,2250,200
AR124709495040376832,Slovenská národná strana,,"AT, EU, SK",EU-Parliament,68,9600,8850,686750,17275,65800,222000,66000,2962500,37800,42300,93750,7450
AR124792370729320448,American Leadership Committee,EIN ID 83-1273004,US,US-Federal,50,10500,9200,770250,17950,68200,237000,68500,2970000,39500,42825,95250,8100
AR124967880272904192,FRIENDS FOR THORNTON,FEC ID C00664797,US,US-Federal,13,100,150,10250,250,1000,3000,1000,45000,600,600,1500,100
AR12498698428743680,NÁRODNÁ KOALÍCIA,,"EU, SK",EU-Parliament,8,3400,3050,237250,5950,22600,78000,22500,982500,13100,14475,32250,2650
AR126746477769785344,"Arco Estrategias de Marketing, S.L.",,"ES, EU",EU-Parliament,63,2500,2200,171500,4300,16300,57000,16500,712500,9400,10425,23250,1950
AR127078805159280640,Indian PAC Consulting Private Limited,,IN,IN-General,1,0,0,1750,50,200,1000,0,7500,100,75,0,0
AR127323446496460800,FRIENDS OF GEORGE FLINN,FEC ID C00608406,US,US-Federal,5,3700,3150,253500,6175,23400,82000,23500,1027500,13800,14775,33000,2800
AR127494283115626496,STEFAN FOR CONGRESS,FEC ID C00735811,US,US-Federal,2,100,100,9500,250,900,3000,1000,37500,500,600,1500,100
AR127820563191169024,MSZP,,"EU, HU",EU-Parliament,22,900,800,62000,1550,5900,20000,6000,262500,3400,3750,8250,700
AR128018337845215232,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,FEC ID C00010603,US,US-Federal,906,394500,352150,27947250,688700,2616400,9006000,2629500,115200000,1510400,1669275,3712500,306700
AR128025209792888832,Evropa společně,,"CZ, EU",EU-Parliament,8,1900,1650,130250,3250,12300,43000,12500,540000,7200,7950,18000,1450
AR128797891589308416,FUTURE45,FEC ID C00574533,US,US-Federal,2,17600,15500,1285250,30275,115100,400000,115500,4987500,66800,72150,159750,13600
AR129396163353772032,JOHN BELL FOR STATE SENATE,EIN ID 83-1655345,US,US-Federal,10,21000,18850,1486250,36850,140400,481000,141000,6195000,80300,89625,201750,16250
AR129592288740376576,Venstre på Østerbro,,"DK, EU",EU-Parliament,47,5500,4950,384750,9650,36600,127000,37000,1597500,21100,23400,52500,4350
AR12988118542057472,START,,"EU, HR",EU-Parliament,4,300,250,21000,525,2000,7000,2000,90000,1100,1275,3000,250
AR12998976219381760,ROGER WILLIAMS FOR U S CONGRESS COMMITTEE,FEC ID C00498121,US,US-Federal,10,3500,3150,247000,6200,23500,81000,23500,1035000,13500,15075,33000,2700
AR13000625486823424,"SALEM WEB NETWORK, LLC",EIN ID 52-2141739,US,US-Federal,118,445100,392750,31431250,768150,2914000,10080000,2931000,127972500,1688100,1847550,4109250,345650
AR130270137658900480,WALTERS FOR CONGRESS,FEC ID C00546853,US,US-Federal,37,3100,2650,219500,5175,19600,68000,19500,855000,11400,12300,27750,2350
AR130306833859477504,FRIENDS OF DANIEL SPARKMAN,EIN ID 83-4323123,US,US-Federal,1,0,0,0,0,0,0,0,0,0,0,0,0
AR130338994574589952,PRAGER UNIVERSITY FOUNDATION,EIN ID 27-1763901,US,US-Federal,12,94600,85550,6736500,167350,636100,2172000,639000,28462500,366000,407550,905250,73650
AR131024127757647872,WILLIAMS FOR MONTANA,,US,US-Federal,17,25900,22450,1903000,43950,166800,579000,167500,7275000,96600,104775,233250,19850
AR131396037565743104,MIKE BISHOP FOR CONGRESS,FEC ID C00561001,US,US-Federal,22,38800,33900,2827500,66275,251900,874000,252500,10927500,146000,157875,350250,29800
AR131464344725618688,FRIENDS FOR JEN KIGGANS,EIN ID 83-4236165,US,US-Federal,12,600,500,40750,1025,3900,14000,4000,172500,2300,2475,6000,450
AR131641366097690624,FRIENDS OF VENNIA FRANCOIS FOR CONGRESS,EIN ID 82-3938952,US,US-Federal,4,1100,1050,81000,2000,7600,26000,7500,345000,4400,4875,10500,850
AR131651811458154496,Jayprakash Murli Prajapati,,IN,IN-General,1,0,0,0,0,0,0,0,0,0,0,0,0
AR131699502775009280,ANITA FOR ARIZONA,FEC ID C00655134,US,US-Federal,7,5800,5050,422250,9900,37600,131000,37500,1635000,21800,23550,52500,4500
AR131714208743030784,RATLIFF ENTERPRISES,EIN ID 86-0859865,US,US-Federal,1,0,0,750,25,100,0,0,0,0,75,0,0
AR13176547347267584,PENSLER FOR SENATE,FEC ID C00663278,US,US-Federal,68,55400,47550,3789000,93000,351700,1226000,354500,15345000,204600,221175,490500,42100
AR132631338879549440,Lietuvos Respublikos liberalų sąjūdis,,"BG, EU, LT",EU-Parliament,293,10100,9100,711250,17750,67400,234000,68000,2955000,39100,43200,97500,7950
AR133153194585882624,FRICKE FOR CONGRESS,FEC ID C00718643,US,US-Federal,19,100,100,6500,150,600,2000,500,30000,400,375,750,50
AR133964496728227840,GALE PARTNERS LLC,EIN ID 38-3970400,US,US-Federal,124,0,50,2250,50,200,1000,0,7500,100,150,0,0
AR134039538396823552,Freie Demokratische Partei (FDP),,"DE, EU",EU-Parliament,451,48200,43400,3388250,84875,322200,1118000,324000,14280000,187200,206475,467250,38100
AR134249682556682240,Marek Frťala #hlavnesanetrebabat,,"EU, SK",EU-Parliament,5,200,150,13500,350,1300,4000,1500,60000,700,825,1500,150
AR134254767797960704,JOSH HARDER FOR CONGRESS,FEC ID C00639146,US,US-Federal,87,280500,242700,20430750,474700,1802100,6248000,1810500,78592500,1042600,1131000,2522250,214950
AR134358121890971648,TJ COX FOR CONGRESS,FEC ID C00648956,US,US-Federal,12,13500,11750,993250,23000,87300,304000,87500,3795000,50500,54825,121500,10300
AR134773737286270976,"JASON LEWIS FOR CONGRESS, INC.",FEC ID C00589234,US,US-Federal,13,69700,60500,5007500,118300,449200,1557000,451000,19560000,260100,281550,629250,53650
AR135010682042056704,"UAB ""BPN LT""",,"EU, GB, LT, PL",EU-Parliament,157,5300,4750,373250,9325,35400,122000,35500,1552500,20500,22650,51000,4150
AR135091908463558656,CITIZENS FOR KEN THOMAS,Registered in Illinois,US,US-Federal,8,100,50,4750,125,500,2000,500,22500,300,300,750,50
AR135243915946098688,COMMITTEE TO ELECT DAN FOREST,EIN ID 45-0633728,US,US-Federal,6,2800,2600,202750,5050,19200,65000,19500,862500,11000,12300,27000,2200
AR13594361765822464,GEORGE SCOTT FOR CONGRESS,FEC ID C00640961,US,US-Federal,32,8600,7450,630500,14600,55400,193000,55500,2415000,32100,34800,77250,6550
AR135943617658224640,BALDERSON FOR CONGRESS,FEC ID C00662650,US,US-Federal,16,1900,1650,130750,3175,12100,42000,12000,525000,7000,7575,17250,1450
AR135964096062291968,Millenium promocija d.o.o.,,"EU, HR",EU-Parliament,117,35500,31900,2531750,62350,237200,811000,238000,10530000,135900,152400,334500,26950
AR136066488082628608,AMERICAN FUEL & PETROCHEMICAL MANUFACTURERS,EIN ID 53-0115970,US,US-Federal,1,500,400,32000,800,3100,11000,3000,135000,1800,1950,4500,350
AR136630949864538112,PEACE OFFICERS RESEARCH ASSOCIATION OF CALIFORNIA,EIN ID 23-7077256,US,US-Federal,2,0,50,2000,50,200,1000,0,7500,100,150,0,0
AR137025537099956224,VERN BUCHANAN FOR CONGRESS,FEC ID C00412759,US,US-Federal,45,14300,12350,1022750,24125,91600,317000,92000,3997500,53000,57300,129000,11000
AR137146483379011584,MULLIN FOR CONGRESS,FEC ID C00498345,US,US-Federal,9,16400,14250,1155750,27875,105500,368000,106000,4612500,61500,66450,147000,12550
AR137365973387706368,ANDREW GILLUM FOR GOVERNOR CAMPAIGN ACCOUNT,EIN ID 81-5383860,US,US-Federal,1,3000,2550,216750,5000,18900,65000,19000,825000,10900,11850,26250,2300
AR137516606480711680,Bridgwater and West Somerset Liberal Democrats,,"ES, EU, GB",EU-Parliament,15,700,600,47750,1200,4500,16000,4500,202500,2600,2925,6750,500
AR138151437006798848,MEDIA MATTERS FOR AMERICA,EIN ID 47-0928008,US,US-Federal,40,5300,4700,375000,9150,34700,120000,35000,1492500,20100,22125,48750,4100
AR138361168849797120,GEORGIANS FOR TED TERRY,FEC ID C00711804,US,US-Federal,8,200,150,11500,300,1100,4000,1000,52500,600,675,1500,150
AR139173707942723584,MCLENDON FOR CONGRESS,EIN ID 84-2453146,US,US-Federal,6,300,250,18750,450,1700,6000,2000,75000,1000,1125,2250,200
AR139277336913641472,CATHY MCMORRIS RODGERS FOR CONGRESS,FEC ID C00390476,US,US-Federal,25,23800,20500,1686000,40125,152100,528000,153000,6630000,88100,95400,212250,18200
AR139371345157816320,Uusmaalaisten puolesta ry,,"EU, FI",EU-Parliament,5,1000,850,67750,1700,6500,22000,6500,277500,3700,4125,9000,750
AR139975251919372288,KEAN FOR CONGRESS INC,FEC ID C00703058,US,US-Federal,129,1500,1300,103000,2575,9800,33000,10000,435000,5600,6225,14250,1150
AR140403236820484096,Need to Impeach,EIN ID 38-4081998,US,US-Federal,2365,3668200,3224950,259979500,6307575,23934200,82990000,24067500,1036665000,13853700,15185250,33696000,2830650
AR140414231936761856,ASSOCIATED BUILDERS AND CONTRACTORS INC.,FEC ID C90013798,US,US-Federal,28,399700,348550,29328000,681700,2588600,9005000,2600500,112627500,1499900,1625850,3608250,306900
AR140614480491970560,DONALD NORCROSS FOR CONGRESS,FEC ID C00558320,US,US-Federal,21,8900,8000,631750,15675,59600,205000,60000,2662500,34400,38175,85500,6900
AR140649527425105920,FRIENDS OF DAN FEEHAN,FEC ID C00649327,US,US-Federal,30,53000,46300,3886500,90575,344000,1196000,345500,14992500,199600,216075,480750,40850
AR140916846189608960,"GADE FOR VIRGINIA, INC.",FEC ID C00716571,US,US-Federal,3,100,100,8500,200,800,3000,1000,37500,500,525,1500,100
AR141456019204079616,Birchwood & Saks Investment Finland Oy,,"EU, FI",EU-Parliament,1,0,0,0,0,0,0,0,0,0,0,0,0
AR142481313796980736,FREEDOM CLUB STATE PAC,EIN ID 41-1858156,US,US-Federal,1,5000,4350,367250,8450,32100,112000,32500,1402500,18600,20175,45000,3800
AR142840166904496128,SUZY LOFTUS FOR DEMOCRATIC COUNTY CENTRAL COMMITTEE 2020,Registered in California,US,US-Federal,3,1100,1000,77250,1950,7400,25000,7500,337500,4300,4800,10500,850
AR14302447254110208,DONNELLY FOR INDIANA,FEC ID C00393652,US,US-Federal,75,64600,56050,4676750,109600,416000,1445000,418000,18142500,241100,261075,581250,49550
AR143043713994588160,JIM JORDAN FOR CONGRESS,FEC ID C00416594,US,US-Federal,107,7700,6900,537250,13450,51000,176000,51500,2265000,29500,32625,73500,6100
AR14309319201783808,Partij van de Arbeid,,"EU, NL",EU-Parliament,5,10200,9200,715500,17950,68200,237000,68500,2992500,39500,43725,99000,8050
AR143311032759091200,"MCCAUL FOR CONGRESS, INC",FEC ID C00392688,US,US-Federal,18,2400,2150,171000,4250,16200,55000,16000,727500,9300,10350,23250,1850
AR14346840036081664,CDU-Fraktion Berlin,,"DE, EU",EU-Parliament,7,1100,1000,78500,1950,7400,25000,7500,330000,4300,4725,10500,850
AR143667824282304512,Komitet Wyborczy Wyborców Rozwój Podkarpacia,,"EU, PL",EU-Parliament,37,1000,900,70500,1775,6700,23000,6500,300000,3900,4275,9750,800
